Order_Date,Ship_Date,Product_Type,Product_Sub_Category,Unit_Price,QtyOrdered,Profit,Sales
2012-05-09,2012-05-10,Processed Meat,Bacon,59.78,9,-10.014199999999999,547.29
2012-05-12,2012-05-13,Preserved Food,Sundried Tomatoes,243.98,17,101.4984,4035.94
2012-05-12,2012-05-21,Processed Meat,Smoked Salmon,6.48,18,-141.26,113.25
2012-05-14,2012-05-15,Processed Meat,Bacon,7.68,9,-56.1085,67.1
2012-05-19,2012-05-19,Preserved Food,Sundried Tomatoes,218.08,2,-93.212,436.51
2012-05-19,2012-05-21,Processed Meat,Fresh Water Eel,15.42,19,-308.06874000000005,319.19
2012-05-19,2012-05-21,Canned Foods,Quail Eggs,20.99,13,22.572,248.58
2012-05-19,2012-05-19,Processed Meat,Foie Gras,2.78,17,-69.678,47.55
2012-05-20,2012-05-21,Processed Meat,Caviar,15.67,17,194.54549999999998,281.95
2012-05-20,2012-05-22,Preserved Food,Marmalade,51.65,11,63.88,556.76
2012-05-20,2012-05-21,Canned Foods,Quail Eggs,125.99,4,-176.055,419.98
2012-05-20,2012-05-22,Processed Meat,Bacon,2.88,10,-296.373,29.63
2012-05-20,2012-05-22,Canned Foods,Quail Eggs,65.99,11,21.587999999999997,579.99
2012-05-20,2012-05-22,Processed Meat,Bacon,3.89,13,-11.4793,52.06
2012-05-20,2012-05-22,Processed Meat,Smoked Salmon,6.48,4,-26.278,29.98
2012-05-21,2012-05-21,Preserved Food,Marmalade,25.38,5,90.11399999999999,130.6
2012-05-21,2012-05-21,Processed Meat,Foie Gras,21.38,7,-19.92,160.63
2012-05-21,2012-05-21,Canned Foods,Assorted Fruits,33.98,8,196.83629999999997,285.27
2012-05-21,2012-05-21,Processed Meat,Bacon,24.95,3,-14369.12358,81.31
2012-05-21,2012-05-23,Processed Meat,Smoked Salmon,6.88,16,34.05,111.52
2012-05-24,2012-05-31,Preserved Food,Marmalade,12.22,18,-166.236,223.01
2012-05-24,2012-05-31,Processed Meat,Smoked Salmon,6.48,11,-93.9862,72.15
2012-05-26,2012-05-27,Processed Meat,Bacon,4.49,6,-180.44599999999997,27.21
2012-05-27,2012-05-29,Processed Meat,Fresh Water Eel,9.71,8,-113.52,84.57
2012-05-27,2012-05-28,Processed Meat,Foie Gras,17.99,19,-106.8,331.15
2012-05-27,2012-05-29,Processed Meat,Foie Gras,2.78,8,-2.23,22.15
2012-05-27,2012-05-29,Canned Foods,Quail Eggs,20.99,19,100.59299999999999,345.73
2012-05-28,2012-05-30,Processed Meat,Oysters (Clam),3.69,16,-87.402,67.18
2012-05-28,2012-05-29,Processed Meat,Smoked Salmon,5.78,14,17.808,81.48
2012-05-28,2012-05-29,Processed Meat,Fresh Water Eel,14.97,5,20.808,80.53
2012-05-31,2012-06-01,Preserved Food,Marmalade,136.98,3,71.9334,433.35
2012-05-31,2012-06-02,Canned Foods,Assorted Fruits,15.98,10,-125.8,168.37
2012-05-31,2012-06-02,Processed Meat,Smoked Salmon,12.28,18,-10.84,205.94
2012-05-31,2012-06-02,Processed Meat,Smoked Salmon,30.98,5,84.53,148.45
2012-06-01,2012-06-03,Processed Meat,Smoked Salmon,19.98,10,6.990570000000001,188.04
2012-06-02,2012-06-06,Canned Foods,Quail Eggs,65.99,5,-332.5616,297.03
2012-06-02,2012-06-02,Processed Meat,Smoked Salmon,6.48,11,-77.00800000000001,73.52
2012-06-02,2012-06-04,Processed Meat,Tuna,1.88,9,-0.512,16.85
2012-06-03,2012-06-05,Processed Meat,Caviar,16.98,1,-18.48,29.19
2012-06-03,2012-06-05,Processed Meat,Jelly Fish,225.04,4,615.5559,892.11
2012-06-03,2012-06-08,Canned Foods,Sliced Pineapple,9.49,17,-35.44032,155.59
2012-06-05,2012-06-06,Processed Meat,Fresh Water Eel,155.06,4,236.59199999999998,619.68
2012-06-05,2012-06-06,Canned Foods,Quail Eggs,179.99,18,1937.0232,2807.28
2012-06-06,2012-06-10,Processed Meat,Foie Gras,9.85,35,-27.15,318.32
2012-06-07,2012-06-11,Processed Meat,Foie Gras,2.98,2,-3.4560000000000004,8.11
2012-06-07,2012-06-07,Processed Meat,Smoked Salmon,9.06,19,-190.31199999999998,165.42
2012-06-08,2012-06-10,Canned Foods,Assorted Fruits,28.48,20,-32.9,561.51
2012-06-09,2012-06-11,Processed Meat,Pacific Squid,5.68,9,-31.383999999999997,49.08
2012-06-09,2012-06-10,Canned Foods,Quail Eggs,205.99,18,1931.148,2931.03
2012-06-10,2012-06-12,Processed Meat,Fresh Water Eel,13.48,18,1848.6119999999999,246.18
2012-06-12,2012-06-19,Preserved Food,Marmalade,9.77,21,7.0,204.64
2012-06-12,2012-06-19,Preserved Food,Marmalade,9.77,5,8.4,48.72
2012-06-13,2012-06-17,Preserved Food,Sundried Tomatoes,276.2,5,-2.7853000000000003,1315.25
2012-06-13,2012-06-18,Processed Meat,Smoked Salmon,6.35,19,-36.232,122.36
2012-06-14,2012-06-14,Processed Meat,Pacific Squid,10.98,13,34.164,146.32
2012-06-15,2012-06-17,Processed Meat,Bacon,1.98,9,-62.164399999999986,21.1
2012-06-16,2012-06-17,Processed Meat,Smoked Salmon,4.98,7,167.844,34.55
2012-06-16,2012-06-25,Processed Meat,Smoked Salmon,12.28,10,-224.38569999999999,115.56
2012-06-17,2012-06-17,Preserved Food,Sundried Tomatoes,130.98,17,-227.248,2237.4
2012-06-17,2012-06-19,Preserved Food,Jams,262.11,2,-231.63,435.73
2012-06-18,2012-06-20,Preserved Food,Marmalade,23.99,4,138.414,94.47
2012-06-20,2012-06-21,Processed Meat,Caviar,90.48,6,-4.284000000000001,556.2
2012-06-21,2012-06-22,Processed Meat,Oysters (Clam),3.69,20,-22.778,73.33
2012-06-21,2012-06-23,Processed Meat,Smoked Salmon,6.68,14,-237.6374,93.86
2012-06-22,2012-06-23,Processed Meat,Bacon,16.74,13,-244.63600000000002,221.82
2012-06-22,2012-06-22,Processed Meat,Jelly Fish,300.65,7,-130.1363,2052.43
2012-06-22,2012-06-23,Preserved Food,Marmalade,17.67,21,-228.942,337.74
2012-06-22,2012-06-24,Processed Meat,Fresh Water Eel,64.65,3,-470.078,212.82
2012-06-22,2012-06-25,Preserved Food,Marmalade,22.23,9,64.50299999999999,205.14
2012-06-22,2012-06-22,Processed Meat,Fresh Water Eel,193.17,19,1975.7160000000001,3825.29
2012-06-22,2012-06-23,Preserved Food,Marmalade,12.64,1,-14.712,14.49
2012-06-23,2012-06-24,Canned Foods,Assorted Fruits,73.98,4,77.97,306.94
2012-06-23,2012-06-25,Processed Meat,Foie Gras,15.94,10,4.128,156.89
2012-06-25,2012-06-27,Canned Foods,Quail Eggs,140.99,21,-99.76197,2434.12
2012-06-27,2012-06-28,Canned Foods,Assorted Fruits,49.99,7,-35.519999999999996,361.45
2012-06-27,2012-06-29,Processed Meat,Jelly Fish,59.98,11,420.984,619.14
2012-06-28,2012-07-03,Preserved Food,Jams,100.8,20,-1033.112,1935.36
2012-06-30,2012-07-01,Processed Meat,Bacon,8.6,6,-60.1657,56.03
2012-07-01,2012-07-03,Processed Meat,Smoked Salmon,6.48,11,-193.39,72.94
2012-07-01,2012-07-02,Preserved Food,Sundried Tomatoes,180.98,4,-45.02,734.76
2012-07-01,2012-07-03,Processed Meat,Smoked Salmon,48.04,10,352.6935,511.15
2012-07-01,2012-07-03,Preserved Food,Jams,400.98,7,541.01,2096.17
2012-07-02,2012-07-03,Processed Meat,Smoked Salmon,6.48,7,-105.15,45.24
2012-07-02,2012-07-04,Canned Foods,Sliced Pineapple,2036.48,1,-3669.051,2116.92
2012-07-02,2012-07-03,Processed Meat,Bacon,4.38,8,174.12,36.41
2012-07-02,2012-07-03,Processed Meat,Tuna,1.89,13,266.49,24.67
2012-07-02,2012-07-05,Processed Meat,Pacific Squid,9.31,10,-273.798,96.15
2012-07-03,2012-07-06,Processed Meat,Tuna,2.18,2,6.930000000000001,6.24
2012-07-03,2012-07-05,Canned Foods,Quail Eggs,125.99,2,-236.52999999999997,210.5
2012-07-05,2012-07-06,Processed Meat,Smoked Salmon,6.68,15,-44.2267,97.52
2012-07-05,2012-07-07,Processed Meat,Foie Gras,5.98,14,122.0634,84.72
2012-07-05,2012-07-07,Preserved Food,Jams,2.88,2,2.45,5.81
2012-07-05,2012-07-06,Processed Meat,Smoked Salmon,5.98,2,-7.4,15.91
2012-07-05,2012-07-06,Processed Meat,Jelly Fish,328.14,16,861.78,4966.22
2012-07-05,2012-07-07,Preserved Food,Marmalade,105.34,9,489.58,891.69
2012-07-06,2012-07-07,Processed Meat,Smoked Salmon,4.98,1,-39.172,9.69
2012-07-06,2012-07-08,Processed Meat,Foie Gras,7.08,16,-621.2919999999999,110.66
2012-07-06,2012-07-08,Canned Foods,Sliced Pineapple,808.49,13,56.016,9984.85
2012-07-06,2012-07-08,Processed Meat,Smoked Salmon,8.56,10,8.34,92.34
2012-07-07,2012-07-08,Processed Meat,Bacon,21.38,7,97.3452,141.08
2012-07-07,2012-07-09,Canned Foods,Quail Eggs,55.99,8,-25.074,357.62
2012-07-07,2012-07-09,Canned Foods,Sliced Pineapple,3502.14,1,-8570.4483,3057.44
2012-07-08,2012-07-10,Processed Meat,Fresh Water Eel,7.98,6,-71.12,47.78
2012-07-10,2012-07-12,Canned Foods,Assorted Fruits,20.89,12,166.49699999999999,241.3
2012-07-10,2012-07-10,Canned Foods,Quail Eggs,35.99,4,89.4378,129.62
2012-07-10,2012-07-12,Canned Foods,Wild Berry,199.99,11,988.1990000000001,1988.06
2012-07-10,2012-07-12,Processed Meat,Smoked Salmon,6.48,5,-50.27,36.4
2012-07-10,2012-07-14,Processed Meat,Bacon,14.48,8,23.9615,114.75
2012-07-10,2012-07-15,Processed Meat,Foie Gras,5.84,4,14.46,21.59
2012-07-12,2012-07-14,Processed Meat,Smoked Salmon,35.44,4,-47.01,142.51
2012-07-12,2012-07-17,Processed Meat,Smoked Salmon,55.48,9,346.7043,502.47
2012-07-12,2012-07-14,Preserved Food,Marmalade,7.59,13,17.15,94.12
2012-07-12,2012-07-14,Processed Meat,Foie Gras,2.98,11,-30.39,33.11
2012-07-13,2012-07-14,Processed Meat,Oysters (Clam),6.3,12,-84.931,73.48
2012-07-14,2012-07-19,Canned Foods,Assorted Fruits,15.98,2,-47.36,30.67
2012-07-14,2012-07-15,Preserved Food,Marmalade,1.74,7,-56.73,14.75
2012-07-15,2012-07-16,Canned Foods,Assorted Fruits,8.46,5,16.026,46.85
2012-07-16,2012-07-17,Processed Meat,Fresh Water Eel,210.55,1,-270.7,211.52
2012-07-16,2012-07-17,Canned Foods,Quail Eggs,125.99,7,305.964,769.09
2012-07-16,2012-07-18,Preserved Food,Marmalade,4.97,16,-148.8,87.03
2012-07-18,2012-07-20,Canned Foods,Quail Eggs,155.99,13,-171.6638,1599.93
2012-07-19,2012-07-20,Processed Meat,Pacific Squid,12.98,14,-22.918000000000003,189.77
2012-07-19,2012-07-21,Preserved Food,Marmalade,51.65,3,-201.124,173.5
2012-07-20,2012-07-22,Processed Meat,Oysters (Clam),3.08,2,-387.632,6.73
2012-07-21,2012-07-23,Processed Meat,Oysters (Clam),3.69,49,57.0,180.84
2012-07-21,2012-07-23,Processed Meat,Oysters (Clam),3.69,12,30.5601,44.29
2012-07-22,2012-07-24,Preserved Food,Pickle,130.98,34,-581.59,4499.26
2012-07-22,2012-07-23,Canned Foods,Assorted Fruits,20.97,15,-173.334,302.35
2012-07-22,2012-07-23,Processed Meat,Smoked Salmon,104.85,2,136.03199999999998,214.14
2012-07-22,2012-07-24,Canned Foods,Quail Eggs,95.99,9,195.936,751.07
2012-07-22,2012-07-24,Preserved Food,Pickle,130.98,8,-581.59,1058.65
2012-07-23,2012-07-27,Canned Foods,Assorted Fruits,17.48,4,-54.3438,78.17
2012-07-23,2012-07-23,Processed Meat,Fresh Water Eel,6.98,18,-141.3657,131.52
2012-07-24,2012-07-26,Canned Foods,Assorted Fruits,1.7,59,-58.87,98.74
2012-07-24,2012-07-28,Processed Meat,Jelly Fish,38.06,5,108.3,186.7
2012-07-24,2012-07-26,Preserved Food,Marmalade,5.08,9,22.25,45.77
2012-07-24,2012-07-29,Canned Foods,Quail Eggs,125.99,7,377.62199999999996,764.63
2012-07-24,2012-07-26,Canned Foods,Quail Eggs,125.99,16,1181.8182,1712.78
2012-07-25,2012-07-27,Canned Foods,Assorted Fruits,300.97,7,1450.0487999999998,2101.52
2012-07-25,2012-07-25,Canned Foods,Assorted Fruits,28.48,14,-23.211999999999996,414.67
2012-07-25,2012-07-26,Preserved Food,Marmalade,22.23,14,642.108,327.24
2012-07-25,2012-07-27,Processed Meat,Smoked Salmon,6.48,15,-21.042,102.98
2012-07-26,2012-07-28,Canned Foods,Assorted Fruits,55.94,11,-130.774,613.6
2012-07-27,2012-07-30,Processed Meat,Smoked Salmon,2.18,5,-143.15,12.98
2012-07-27,2012-07-28,Preserved Food,Marmalade,7.7,12,-61.79600000000001,92.35
2012-07-29,2012-07-29,Processed Meat,Bacon,42.8,4,125.2143,181.47
2012-07-29,2012-07-31,Processed Meat,Foie Gras,4.84,10,32.016,46.4
2012-07-29,2012-07-30,Canned Foods,Assorted Fruits,100.98,15,365.34,1474.86
2012-07-30,2012-08-03,Processed Meat,Bacon,10.44,10,191.712,99.89
2012-08-02,2012-08-04,Processed Meat,Smoked Salmon,7.64,11,-74.08800000000001,93.55
2012-08-03,2012-08-08,Canned Foods,Sliced Pineapple,96.45,20,18.77,1821.96
2012-08-03,2012-08-08,Canned Foods,Sliced Pineapple,96.45,5,27.7796,455.49
2012-08-03,2012-08-04,Processed Meat,Smoked Salmon,4.98,24,-43.5656,119.4
2012-08-03,2012-08-03,Processed Meat,Foie Gras,2.94,23,50.05949999999999,72.55
2012-08-03,2012-08-04,Preserved Food,Marmalade,9.98,20,-64.05,203.67
2012-08-04,2012-08-06,Processed Meat,Foie Gras,2.94,20,18.7812,62.36
2012-08-04,2012-08-05,Processed Meat,Tuna,1.81,3,-1.3624,5.58
2012-08-05,2012-08-12,Processed Meat,Bacon,165.98,21,-220.682,3213.59
2012-08-05,2012-08-10,Preserved Food,Jams,105.49,6,-3942.87306,614.18
2012-08-05,2012-08-05,Processed Meat,Foie Gras,3.28,11,-40.5236,39.52
2012-08-06,2012-08-08,Canned Foods,Assorted Fruits,4.98,14,-38.44,78.02
2012-08-06,2012-08-07,Preserved Food,Marmalade,9.77,12,17.31,124.06
2012-08-06,2012-08-08,Canned Foods,Assorted Fruits,4.98,3,-19.9888,16.72
2012-08-08,2012-08-15,Processed Meat,Bacon,15.01,15,-8.898240000000001,221.38
2012-08-08,2012-08-17,Processed Meat,Bacon,120.98,11,926.3181,1342.49
2012-08-08,2012-08-09,Processed Meat,Smoked Salmon,40.99,21,-296.114,869.24
2012-08-09,2012-08-11,Preserved Food,Marmalade,17.67,20,-93.072,354.25
2012-08-11,2012-08-13,Canned Foods,Quail Eggs,65.99,10,-233.88400000000001,554.18
2012-08-11,2012-08-13,Preserved Food,Pickle,140.98,11,-159.8792,1578.9
2012-08-11,2012-08-12,Processed Meat,Oysters (Clam),4.13,14,43.801199999999994,63.48
2012-08-14,2012-08-15,Processed Meat,Foie Gras,5.84,1,34.182,6.52
2012-08-17,2012-08-18,Processed Meat,Bacon,10.91,5,-24.024,57.87
2012-08-18,2012-08-19,Canned Foods,Quail Eggs,65.99,22,835.7417999999999,1211.22
2012-08-20,2012-08-22,Canned Foods,Quail Eggs,65.99,11,-148.005,581.2
2012-08-20,2012-08-27,Canned Foods,Sliced Pineapple,9.99,7,-8.419164,78.82
2012-08-20,2012-08-20,Canned Foods,Assorted Fruits,8.32,4,-202.818,34.47
2012-08-20,2012-08-22,Processed Meat,Smoked Salmon,6.68,5,-290.30400000000003,37.02
2012-08-21,2012-08-23,Processed Meat,Smoked Salmon,4.98,14,-26.0728,71.09
2012-08-21,2012-08-23,Preserved Food,Sundried Tomatoes,160.98,11,836.7032,1852.24
2012-08-21,2012-08-22,Canned Foods,Assorted Fruits,40.98,4,18.662799999999997,158.54
2012-08-23,2012-08-24,Processed Meat,Jelly Fish,363.25,7,-966.2940000000001,2471.56
2012-08-23,2012-08-23,Processed Meat,Smoked Salmon,6.48,14,-21.0912,103.4
2012-08-24,2012-08-26,Processed Meat,Oysters (Clam),3.75,22,155.1744,83.78
2012-08-25,2012-08-26,Preserved Food,Pickle,240.98,17,2167.0604,4290.63
2012-08-25,2012-08-26,Processed Meat,Smoked Salmon,6.48,10,-67.2048,64.76
2012-08-26,2012-08-26,Processed Meat,Jelly Fish,60.97,21,-11.06,1253.74
2012-08-28,2012-08-30,Processed Meat,Bacon,7.1,21,1.008,156.41
2012-08-28,2012-08-30,Processed Meat,Foie Gras,2.52,8,-24.4452,22.17
2012-08-30,2012-09-01,Preserved Food,Marmalade,9.48,9,-46.42399999999999,80.24
2012-09-01,2012-09-03,Canned Foods,Quail Eggs,28.99,6,7.638,145.75
2012-09-02,2012-09-03,Processed Meat,Smoked Salmon,7.4,41,42.86,304.04
2012-09-02,2012-09-03,Preserved Food,Marmalade,9.74,20,1.686,183.44
2012-09-03,2012-09-04,Canned Foods,Quail Eggs,65.99,4,-171.20399999999998,230.29
2012-09-03,2012-09-03,Processed Meat,Smoked Salmon,5.78,1,-109.102,13.5
2012-09-03,2012-09-04,Processed Meat,Bacon,4.91,2,340.90739999999994,12.39
2012-09-04,2012-09-06,Canned Foods,Wild Berry,449.99,23,7278.458099999999,10548.49
2012-09-04,2012-09-04,Processed Meat,Smoked Salmon,12.28,8,-5.76,98.49
2012-09-04,2012-09-07,Canned Foods,Quail Eggs,65.99,16,164.97,851.73
2012-09-04,2012-09-06,Processed Meat,Fresh Water Eel,419.19,10,300.90599999999995,3772.71
2012-09-06,2012-09-10,Processed Meat,Smoked Salmon,5.43,5,-93.70200000000001,29.48
2012-09-06,2012-09-06,Processed Meat,Tuna,2.47,22,288.3183,53.48
2012-09-07,2012-09-08,Processed Meat,Pacific Squid,3.14,10,505.87199999999996,33.52
2012-09-07,2012-09-08,Processed Meat,Fresh Water Eel,7.98,7,-866.5300000000001,65.72
2012-09-08,2012-09-10,Preserved Food,Marmalade,2.08,3,-5.87,13.66
2012-09-08,2012-09-13,Processed Meat,Fresh Water Eel,15.42,21,-231.34,314.17
2012-09-10,2012-09-13,Processed Meat,Smoked Salmon,22.84,7,83.24,165.11
2012-09-11,2012-09-12,Processed Meat,Bacon,6.54,8,-28.945500000000003,54.95
2012-09-11,2012-09-15,Processed Meat,Bacon,1.98,2,-13.501,6.25
2012-09-12,2012-09-14,Processed Meat,Smoked Salmon,4.98,13,46.1127,66.83
2012-09-12,2012-09-14,Canned Foods,Quail Eggs,65.99,5,-147.015,262.84
2012-09-12,2012-09-14,Processed Meat,Bacon,1.88,3,2.6352000000000046,6.31
2012-09-12,2012-09-14,Processed Meat,Pacific Squid,15.73,11,202.782,175.64
2012-09-13,2012-09-14,Processed Meat,Bacon,5.81,11,0.5639999999999996,71.45
2012-09-15,2012-09-16,Canned Foods,Assorted Fruits,30.98,74,75.5,2396.88
2012-09-15,2012-09-15,Processed Meat,Smoked Salmon,4.28,72,-114.35,330.67
2012-09-15,2012-09-17,Canned Foods,Quail Eggs,65.99,45,53.649,2302.72
2012-09-15,2012-09-17,Canned Foods,Wild Berry,699.99,1,-2397.44,678.99
2012-09-15,2012-09-15,Preserved Food,Jams,159.31,10,27.74,1252.22
2012-09-15,2012-09-16,Preserved Food,Marmalade,14.34,14,73.73,190.9
2012-09-15,2012-09-16,Canned Foods,Quail Eggs,195.99,5,-491.26,764.66
2012-09-19,2012-09-21,Processed Meat,Smoked Salmon,29.14,18,-59.43000000000001,502.75
2012-09-19,2012-09-21,Processed Meat,Smoked Salmon,48.04,12,569.2739999999999,537.56
2012-09-19,2012-09-21,Processed Meat,Bacon,7.45,6,-36.225,47.26
2012-09-22,2012-09-23,Processed Meat,Smoked Salmon,6.48,17,-189.33,114.76
2012-09-22,2012-09-22,Processed Meat,Fresh Water Eel,15.42,16,-185.8,236.5
2012-09-23,2012-09-23,Processed Meat,Jelly Fish,131.12,4,211.73,529.41
2012-09-23,2012-09-25,Processed Meat,Smoked Salmon,6.48,7,-64.5,46.04
2012-09-24,2012-09-28,Canned Foods,Assorted Fruits,31.78,20,436.98389999999995,633.31
2012-09-24,2012-09-26,Processed Meat,Smoked Salmon,4.98,1,-11.36,6.45
2012-09-24,2012-09-28,Processed Meat,Foie Gras,16.99,17,-91.31,286.73
2012-09-24,2012-10-03,Preserved Food,Jams,209.37,9,-626.45,2011.23
2012-09-27,2012-09-29,Canned Foods,Quail Eggs,95.99,3,-167.888,236.99
2012-09-28,2012-10-02,Processed Meat,Foie Gras,21.98,20,183.48,412.9
2012-09-28,2012-10-05,Processed Meat,Caviar,90.48,24,1340.07,2093.36
2012-09-28,2012-10-02,Preserved Food,Marmalade,1.76,22,2497.1879999999996,42.13
2012-10-01,2012-10-03,Processed Meat,Smoked Salmon,18.97,19,13.578,355.17
2012-10-01,2012-10-01,Processed Meat,Smoked Salmon,6.48,8,-110.34360000000001,51.5
2012-10-01,2012-10-03,Canned Foods,Quail Eggs,85.99,10,460.04508,714.54
2012-10-02,2012-10-06,Processed Meat,Foie Gras,1.68,22,-720.916,36.86
2012-10-03,2012-10-05,Processed Meat,Pacific Squid,8.45,25,-242.3628,206.69
2012-10-03,2012-10-05,Canned Foods,Quail Eggs,115.99,8,223.04664,810.18
2012-10-03,2012-10-03,Preserved Food,Sundried Tomatoes,130.98,5,13.1868,672.34
2012-10-04,2012-10-06,Processed Meat,Pacific Squid,10.23,23,66.9528,229.63
2012-10-06,2012-10-07,Canned Foods,Quail Eggs,195.99,3,-513.71496,490.04
2012-10-09,2012-10-10,Processed Meat,Smoked Salmon,6.48,20,-119.448,136.01
2012-10-09,2012-10-11,Processed Meat,Pacific Squid,10.23,8,67.044,85.75
2012-10-10,2012-10-12,Canned Foods,Assorted Fruits,4.77,2,-23.900399999999998,10.13
2012-10-10,2012-10-12,Processed Meat,Foie Gras,2.21,11,-5.0112,26.31
2012-10-11,2012-10-15,Preserved Food,Marmalade,209.84,24,2820.8764,4776.61
2012-10-12,2012-10-13,Canned Foods,Assorted Fruits,8.32,16,-132.42600000000002,135.1
2012-10-13,2012-10-15,Processed Meat,Bacon,14.27,49,29.144799999999996,761.87
2012-10-13,2012-10-15,Processed Meat,Smoked Salmon,10.14,13,30.737999999999996,120.96
2012-10-15,2012-10-17,Processed Meat,Bacon,12.97,6,-34.832,87.69
2012-10-16,2012-10-18,Processed Meat,Jelly Fish,279.81,15,16332.413999999999,4158.38
2012-10-16,2012-10-17,Canned Foods,Quail Eggs,65.99,18,974.2193999999998,1042.65
2012-10-16,2012-10-16,Canned Foods,Assorted Fruits,152.48,8,-109.38199999999999,1241.31
2012-10-16,2012-10-21,Processed Meat,Smoked Salmon,4.98,14,-238.24779999999998,75.99
2012-10-17,2012-10-19,Processed Meat,Bacon,315.98,9,525.342,2672.61
2012-10-18,2012-10-20,Processed Meat,Fresh Water Eel,101.41,3,-286.8696,323.07
2012-10-18,2012-10-19,Preserved Food,Marmalade,20.24,8,646.2774,161.63
2012-10-19,2012-10-20,Canned Foods,Wild Berry,599.99,21,5973.253639999999,11834.98
2012-10-19,2012-10-21,Preserved Food,Sundried Tomatoes,135.99,22,105.30319999999999,3092.54
2012-10-19,2012-10-21,Preserved Food,Jams,179.29,1,-325.8684,190.31
2012-10-19,2012-10-21,Preserved Food,Sundried Tomatoes,200.98,16,-733.6419999999999,3241.71
2012-10-19,2012-10-19,Processed Meat,Smoked Salmon,12.28,5,54.654,68.89
2012-10-20,2012-10-23,Processed Meat,Smoked Salmon,3.98,5,-11.491200000000001,20.6
2012-10-20,2012-10-24,Preserved Food,Jams,212.6,1,-102.64320000000001,181.96
2012-10-21,2012-10-22,Preserved Food,Jams,320.64,49,1408.088,12702.85
2012-10-21,2012-10-21,Processed Meat,Foie Gras,21.38,61,-68.592,1289.52
2012-10-21,2012-10-23,Canned Foods,Assorted Fruits,22.98,7,49.1648,160.61
2012-10-21,2012-10-23,Canned Foods,Assorted Fruits,32.98,20,-628.0400000000001,614.13
2012-10-25,2012-10-26,Canned Foods,Quail Eggs,65.99,13,248.95476,732.4
2012-10-26,2012-10-27,Processed Meat,Oysters (Clam),2.88,14,-11.06,37.87
2012-10-26,2012-10-29,Processed Meat,Oysters (Clam),3.75,9,-75.95,35.62
2012-10-26,2012-10-26,Preserved Food,Marmalade,8.09,23,-171.2664,204.57
2012-10-26,2012-10-28,Preserved Food,Marmalade,14.2,11,33.4144,161.11
2012-10-28,2012-11-01,Processed Meat,Bacon,31.74,24,201.51358,742.04
2012-10-28,2012-10-29,Canned Foods,Sliced Pineapple,9.49,1,-29.888675999999997,12.54
2012-10-28,2012-10-29,Canned Foods,Assorted Fruits,40.97,5,-153.18380000000002,214.6
2012-10-29,2012-11-03,Canned Foods,Quail Eggs,35.99,11,250.914,319.48
2012-10-30,2012-10-30,Processed Meat,Smoked Salmon,4.98,4,-22.345200000000002,21.65
2012-10-30,2012-11-01,Processed Meat,Smoked Salmon,5.78,3,-15.7248,20.85
2012-10-30,2012-11-03,Processed Meat,Tuna,2.62,13,-158.312,33.3
2012-10-30,2012-10-30,Processed Meat,Fresh Water Eel,33.89,4,1055.8319999999999,138.78
2012-10-30,2012-11-01,Canned Foods,Quail Eggs,65.99,16,274.34952,851.68
2012-10-31,2012-11-02,Processed Meat,Smoked Salmon,6.48,59,-79.60050000000001,393.81
2012-11-01,2012-11-02,Preserved Food,Sundried Tomatoes,120.98,31,139.46459999999996,4076.24
2012-11-01,2012-11-02,Preserved Food,Marmalade,209.84,12,866.0106,2329.77
2012-11-02,2012-11-04,Canned Foods,Assorted Fruits,14.48,18,98.03200000000001,251.37
2012-11-02,2012-11-03,Preserved Food,Jams,296.18,26,1537.074,6497.47
2012-11-02,2012-11-04,Preserved Food,Pickle,58.14,16,70.30200000000008,955.12
2012-11-03,2012-11-05,Preserved Food,Marmalade,39.98,9,8.676,381.56
2012-11-03,2012-11-04,Canned Foods,Sliced Pineapple,40.99,11,10.23642000000001,431.11
2012-11-03,2012-11-04,Preserved Food,Jams,150.98,19,770.0,2875.28
2012-11-05,2012-11-06,Canned Foods,Quail Eggs,45.99,8,24.186800000000034,299.74
2012-11-05,2012-11-07,Preserved Food,Marmalade,4.18,9,-483.504,43.2
2012-11-06,2012-11-07,Preserved Food,Marmalade,7.7,17,3.328000000000003,129.57
2012-11-07,2012-11-08,Processed Meat,Caviar,162.93,139,3081.02,23161.2
2012-11-07,2012-11-08,Processed Meat,Caviar,162.93,35,4024.0523999999996,5831.96
2012-11-07,2012-11-10,Canned Foods,Assorted Fruits,20.89,27,326.216,520.08
2012-11-10,2012-11-11,Preserved Food,Marmalade,4.82,37,28.84800000000004,179.64
2012-11-12,2012-11-13,Preserved Food,Sundried Tomatoes,128.24,39,3498.2033999999994,5069.86
2012-11-12,2012-11-14,Processed Meat,Oysters (Clam),6.3,24,103.9485,150.65
2012-11-13,2012-11-14,Processed Meat,Foie Gras,1.76,95,-1.23,167.91
2012-11-13,2012-11-15,Canned Foods,Quail Eggs,45.99,37,-107.503,1359.41
2012-11-14,2012-11-14,Preserved Food,Marmalade,6.24,14,6.994000000000007,86.42
2012-11-15,2012-11-15,Canned Foods,Sliced Pineapple,400.97,25,-21.098,9517.03
2012-11-15,2012-11-19,Preserved Food,Jams,217.85,26,1.4586000000000001,4318.55
2012-11-16,2012-11-16,Canned Foods,Quail Eggs,205.99,7,914.076,1210.93
2012-11-16,2012-11-23,Canned Foods,Wild Berry,599.99,14,119.44200000000012,8346.1
2012-11-16,2012-11-18,Preserved Food,Marmalade,40.97,39,239.03000000000003,1496.96
